text,aspect,label
"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",dinner,positive
"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",bar food,positive
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,positive
"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",place,negative
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food,positive
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",bread,positive
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",sardines with biscuits,positive
Best dish is nori-wrapped tuna.,dish,positive
"Yes, there might be a wait if you have no reservations.",wait,negative
This is one great place to eat pizza more out but not a good place for take-out pizza.,pizza,positive
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",food,positive
"Most importantly, food is excellent.",food,positive
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,music,negative
"Sake collection was excellent (Try Nanbu Bijin), but pricy.",Nanbu Bijin,positive
"The staff was very attentive, the ambience lovely, and the food superb.",ambience,positive
"The food was amazing, the service was so attentive and personable, and how about that ambience!",food,positive
Ive been here so many times the waiters know my name.,waiters,neutral
"The production is a symphony, alot of fun to experience.The food sublime for the most part.",food,positive
Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,sweet basil fried tofu,positive
The place is small and cramped but the food is fantastic.,food,positive
"Only wine and beer are served, but the house varities are actually quite good.",served,negative
"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",reputation,positive
The shrimp scampi was excellent and the antipasti were plentiful.,antipasti,positive
"Great spot, whether looking for a couple of drinks or quiet dinner.",spot,positive
The price was extremely reasonable for the appetizers and food we ate.,price,positive
"They have it all -- great price, food, and service.",price,positive
"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",seat,positive
"Well, their deliveries take for ever and the food is usually cold.",deliveries,negative
"Anyway, the food is good, the price is right and they have a decent wine list.",price,positive
"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",people,positive
"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",drinks,negative
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",beers,positive
"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",food,negative
"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",space,negative
"NO more reservations, expensive tips and annoying stuff.",stuff,positive
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",chicken,positive
"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",served,positive
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",waitstaff,positive
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",chef,positive
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",sauce,negative
The only friendly staff member was the guy at the bar.,bar,neutral
The food at this place is 'gourmet' Indian cuisine.,food,neutral
"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",food,neutral
Dinner took almost 4 hours without any lag time.,Dinner,negative
