"@id","text","aspectTerms__aspectTerm__@from","aspectTerms__aspectTerm__@polarity","aspectTerms__aspectTerm__@term","aspectTerms__aspectTerm__@to","aspectCategories__aspectCategory__@category","aspectCategories__aspectCategory__@polarity"
"1463","Šéfkuchař Nám popřál finsky, což bylo velmi zajímavé","0","neutral","Šéfkuchař","9","service","neutral"
"10219","Někdy bych tam ráda zašla na jejich vepřové koleno.","36","neutral","vepřové koleno","50","food","neutral"
"10212","Pokud jde o couvert (2*15 Kč za chléb s pomazánkou), na voucheru o něm není ani zmíňka, čili se pan majitel rozčiluje nad nespokojeností hostů neprávem, jelikož podle čoi zákazník není povinnen koupit to, co není uvedeno na voucheru.","32","neutral","chléb s pomazánkou","50","food","neutral"
"","","56","neutral","voucheru","64","service","negative"
"","","224","neutral","voucheru","232","anecdotes/miscellaneous","neutral"
"","","100","negative","majitel","107","",""
"1065","Jídlo normálka, ale ceny horší než u Pohlreicha v Imperialu.","0","neutral","Jídlo","5","food","neutral"
"","","20","negative","ceny","24","price","negative"
"10213","Studentské menu pouze pro studenty, španělský ptáček pouze pro Španěly, dřevorubecký guláš pouze pro dřevorubce, ...","36","neutral","španělský ptáček","52","food","neutral"
"","","11","neutral","menu","15","",""
"","","72","neutral","dřevorubecký guláš","90","",""
"1064","Jídlo jak už bylo řečeno hodněkrát- kvalita bídná, porce pro dietáře ale ceny jako v Pupu ve Varech!!!!","0","negative","Jídlo","5","food","negative"
"","","51","negative","porce","56","price","negative"
"","","73","negative","ceny","77","",""
"10214","Ne, že by byla uplně špatná, ale známe lepší (ve stejné cenové relaci).","56","neutral","cenové","62","price","neutral"
"","","","","","","anecdotes/miscellaneous","neutral"
"1063","Jídlo i obsluha - KATASTROFA! Děti dostaly naprosto KRVAVÉ ŘÍZKY, za což se obsluha sice omluvila, ale kompenzace žádná","59","negative","ŘÍZKY","64","food","negative"
"","","76","negative","obsluha","83","service","negative"
"","","0","negative","Jídlo","5","",""
"","","8","negative","obsluha","15","",""
"10215","Nedoporučuji!!! Okrádají zákazníky ve velkém!!!","","","","","anecdotes/miscellaneous","negative"
"1061","Jidlo chutove dobre vyladene vyhucene vcetne priloh","0","positive","Jidlo","5","food","positive"
"1060","Jídelak šel hodn? dolů nabídka jídel je dost omezená","31","negative","jídel","36","food","negative"
"","","0","negative","Jídelak","7","",""
"10210","Když mám hlad nebo se mi stýská po milých úsměvech a zdvořilém chování, vždycky zajdu do Smaragdové restaurace. Jídla a úsměvu je tam pokaždé dost. A vaří výborně!","100","positive","restaurace","110","food","positive"
"","","63","positive","chování","70","service","positive"
"","","112","positive","Jídla","117","anecdotes/miscellaneous","positive"
"","","150","positive","vaří","154","",""
"1058","jen se mohu ztotožnit se všemi okolo, skvělá obsluha, skvělé jídlo bezva jen mám výtku k trhanci takhle jej neznám babička i ve Vídni jej dělala jinak a byl to trhanec ne piškot","160","positive","trhanec","167","food","positive"
"","","45","positive","obsluha","52","service","positive"
"","","61","positive","jídlo","66","",""
"","","171","negative","piškot","177","",""
"","","89","negative","trhanci","96","",""
"1059","Ještě podotknu, že manžel pracuje v hotelu Hilton a i když jsme byli na steaku v obou jejich restauracích, u Štěpána nám chutnalo víc","72","positive","steaku","78","food","positive"
"1473","Velice úsměvné je také kolik chyb dokáže nový majitel udělat v emailu a nebo v denních nabídkách, které si můžete přečíst každý den na stránkách musta koira","46","negative","majitel","53","service","negative"
"1470","Už název ""Vepřová panenka v ořechové krustě podávaná s brambůrkem a jarní cibulkou "" mě zaujal a po snědení jídla byly moje chuťové buňky zcela uspokojeny","108","positive","jídla","113","food","positive"
"","","10","positive","Vepřová panenka v ořechové krustě podávaná s brambůrkem a jarní cibulkou","82","",""
"1471","Už nebudu pokoušet nadále svůj žaludek a raději se poohlédnu jinde","","","","","anecdotes/miscellaneous","negative"
"10244","Objednaná hovězí líčka zapáchala podobně.","10","negative","hovězí líčka","22","food","negative"
"10243","Hledal jsem o této rest.neco nového,protože se tam chci stavit a vidím sama negativa.","19","negative","rest.","24","anecdotes/miscellaneous","negative"
"10242","cisnik si nechtel si mnou povidat a to mel v restauraci jen 9 plnych stolu. vzdycky mi prinesl listek a se furt na na neco vyptavala. vsechno mi sice vysvetlil, ale hned utekl.","0","neutral","cisnik","6","service","neutral"
"10241","Pizza výborná nespálená, těstoviny také výborné, velké porce.","25","positive","těstoviny","34","food","positive"
"","","0","positive","Pizza","5","",""
"10248","Objednaná variace domácího pečiva se mezitím na stole neobjevila.","18","neutral","domácího pečiva","33","food","neutral"
"10247","fakt je ten, že jsme sem chodili s kolegy na obed nekolikrat do tydne a obsluha byla tragická téměř vždy...","72","negative","obsluha","79","food","neutral"
"","","45","neutral","obed","49","service","negative"
"10246","Prostředí svérázné, ale budiž.","0","neutral","Prostředí","9","ambience","neutral"
"10245","Tak si představuji restauraci!","19","positive","restauraci","29","anecdotes/miscellaneous","positive"
"10249","Chutnal celkem dobře, ale takové chování jsem ještě nikde neviděla...","0","positive","Chutnal","7","food","positive"
"","","33","negative","chování","40","service","negative"
"10240","Jídlo, jak jsem říkala na začátku bylo dobré, ale obsluha celý zážitek tak degradovala, že člověk už ses vracet pak nechce.","0","positive","Jídlo","5","food","positive"
"","","50","negative","obsluha","57","service","negative"
"10231","Má vejce naměkko nedopadla dobře, bílek byl napůl syrový.","3","negative","vejce naměkko","16","food","negative"
"","","34","negative","bílek","39","",""
"10230","Tento podnik mám moc ráda.","","","","","anecdotes/miscellaneous","positive"
"10233","prijemne prostredi a obsluha, spise palive pokrmy.","43","neutral","pokrmy","49","food","neutral"
"","","9","positive","prostredi","18","service","positive"
"","","21","positive","obsluha","28","ambience","positive"
"10232","V horší hospodě jsem asi ještě neseděl.","8","negative","hospodě","15","anecdotes/miscellaneous","negative"
"10235","Krásné prostředí celého areálu, příjemná obsluha, výborné jídlo a ceny příznivé.","41","positive","obsluha","48","food","positive"
"","","66","positive","ceny","70","service","positive"
"","","58","positive","jídlo","63","ambience","positive"
"","","7","positive","prostředí","16","price","positive"
"10234","Vůbec nechápu jak tato restaurace může být doporučována.","23","negative","restaurace","33","anecdotes/miscellaneous","negative"
"10237","Nejčastěji chodíme s kamarádkou na křidýlka Kandelábr A k tomu si dáváme višňové víno.","73","neutral","višňové víno","85","food","neutral"
"","","35","neutral","křidýlka Kandelábr","53","",""
"10236","Jídlo vynikající, moc nám chutnalo. Rozhodně doporučuji navštívit.","0","positive","Jídlo","5","food","positive"
"10239","Do této restaurace už nikdy více.","8","negative","restaurace","18","food","positive"
"","","","","","","service","positive"
"","","","","","","price","positive"
"","","","","","","anecdotes/miscellaneous","negative"
"10238","Vše super, příjemný hotel, příjemný personál, super cena, pochutnali jsme si.....","52","positive","cena","56","anecdotes/miscellaneous","positive"
"","","36","positive","personál","44","",""
"","","20","positive","hotel","25","",""
"10269","Ceny byla velice kulantní vzhledem k zážitku i porcím.","0","positive","Ceny","4","price","positive"
"10268","Tak musím naprosto souhlasit,že tady do té restaurace může chodit buď prase a nebo opravdový sebevrah.","43","negative","restaurace","53","anecdotes/miscellaneous","negative"
"10267","Odešel, pizzu si zkusil objednat telefonicky a bez toho že by sdělil že má voucher, najednou nebyl problém, pizza přislíbena do půl hodiny.... když servírce sdělil proč to nešlo předtím osobně, začala být nepříjemná, až sprostá, po zeptání se na pana majitele, mu bylo sděleno že majitel není a servírka třískla telefonem, takže 3 voucher roztrháme a tato pizzerie nikdy více.","295","negative","servírka","303","food","neutral"
"","","148","negative","servírce","156","anecdotes/miscellaneous","neutral"
"","","251","neutral","majitele","259","",""
"","","75","neutral","voucher","82","",""
"","","108","neutral","pizza","113","",""
"","","8","neutral","pizzu","13","",""
"","","280","neutral","majitel","287","",""
"10266","Taky nedoporučuji tento podnik.","24","negative","podnik","30","anecdotes/miscellaneous","negative"
"10265","Servírky se ani jednou neusmějou, z povinnosti jsou sice slušné, ale určitě ne vstřícné, milé nebo snad sympatické.","0","negative","Servírky","8","service","negative"
"10264","Ještě v žádné z restaurací tohoto typu jsem se nesetkala s tak milým přístupem.","16","positive","restaurací","26","anecdotes/miscellaneous","positive"
"10263","Po nahlédnutí do jídelního lístku jsem byl překvapen nabídkou místní kuchyně.","69","neutral","kuchyně","76","food","neutral"
"1496","Faktu super a plně doporučuju","","","","","anecdotes/miscellaneous","positive"
"1497","Hnus všech hnusů","","","","","anecdotes/miscellaneous","negative"
"1498","husička s karlovarským knedlíčkem:mńam","0","positive","husička s karlovarským knedlíčkem","33","food","positive"
"10261","Byl jsem ale opravdu zklamán. Obsluha byla na mne sprostá, prej na co si hraju?","30","negative","Obsluha","37","service","negative"
"10262","Jak se říká, jaká provozovatelka, takovej manšaft a přístup.","18","neutral","provozovatelka","32","service","neutral"
"10260","Restaurace má opět nového majitele,byli jsme tam teď několikrát zasebou měli jsme i vochery a vše bylo naprosto perfektní,jídlo výborné obsluha na úrovni a všude pořádek jaký už jsem tam dlouho neviděla všem vřele doporučuji.","26","positive","majitele","34","food","positive"
"","","84","positive","vochery","91","service","positive"
"","","136","positive","obsluha","143","anecdotes/miscellaneous","positive"
"","","122","positive","jídlo","127","",""
"","","0","positive","Restaurace","10","",""
"10257","Nevím jestli je pivo pod míru, ale hlavně je odporné.","16","negative","pivo","20","food","negative"
"10256","Z restaurace jsme odcházeli zklamáni a o návratu při další cestě do Prahy rozhodně neuvažujeme.","2","negative","restaurace","12","anecdotes/miscellaneous","negative"
"10259","S díky jsem roztrahala voucher, jelikož prý ani nemají maso a místo k sezení...chachacha.","23","negative","voucher","30","anecdotes/miscellaneous","negative"
"10258","Vůbec tam nechoďte - všechno špatně !!!!!","","","","","food","negative"
"","","","","","","service","negative"
"","","","","","","ambience","negative"
"","","","","","","anecdotes/miscellaneous","negative"
"10253","NEJHNUSNĚJŠÍ JÍDLO,CO JSME KDY V ŽIVOTĚ JEDLI!!","13","negative","JÍDLO","18","food","negative"
"10252","super zážitek u dveři vás uvedou ještě se na vás usmějou a jídlo famozní a ceny v pohodě připadáte si jak v luxusu jen doporučuji","75","positive","ceny","79","food","positive"
"","","59","positive","jídlo","64","service","positive"
"","","","","","","price","positive"
"10255","Hospodský je svérázný, ale rozhodně ne nepříjemný.","0","neutral","Hospodský","9","service","neutral"
"10254","Jídlo bylo vynikající.","0","positive","Jídlo","5","food","positive"
"10250","Espresso byl také zlatý standard, již jsem pila lepší k tomu s mlékem, které nebylo ohřáté, tedy kávu schladilo.","97","neutral","kávu","101","food","neutral"
"","","0","neutral","Espresso","8","",""
"","","63","negative","mlékem","69","",""
"10251","Personál pozorný, milý a nad míru profesionální.","0","positive","Personál","8","service","positive"
"1003","Byli jsme tímto chováním dost zaskočeni a změnili jsme názor o majitelích","63","negative","majitelích","73","service","negative"
